,part_number,class,descrip,descrip2,cost,onhand,onorder,master_list,custno,revision,aql,syscom,physical,oldcost,owner
14149,ceda8e19581b,,SPECIAL F/W,,0,0,0,,,,0,,,0,A
14150,e3037f584bae,,SPECIAL F/W,,0,0,0,,,,0,,,0,A
14151,e9391d1e0af7,,SPECIAL F/W,,0,0,0,,,,0,,,0,A
14152,d33f5418d204,,SPECIAL F/W,,0,0,0,,,,0,,,0,A
14153,e366c3c3e43a,,SU-215-10,,0,0,0,,,,0,,,0,A
14154,e918020f3738,,SU-215-12,,0,0,0,,,,0,,,0,A
14155,f55741427425,,SU-215-6,,0,0,0,,,,0,,,0,A
14156,089ab55b2daf,,SU-215-8,,0,0,0,,,,0,,,0,A
14157,b1fc107c9984,,PROTECTIVE WEBBING,,0,0,0,,,,0,,,0,A
14158,4589ebf44e29,,TESTING CHARGE,,0,0,0,,,,0,,,0,A
14159,3a54f91ad1dc,,"TEST REPORTS, C OF C, QUALITY       REPORTS",,0,0,0,,,,0,,,0,A
14160,d5f97072ab74,,TEST REPORTS(QAP1075),,0,0,0,,,,0,,,0,A
14161,e923c152f80c,,JAYCEE RIVET# T080B001250           .085 X 1/8 X 9,"/64 OVAL HD           SEMI TUBULAR RIVET, BRASS",0,0,0,,,,0,,,0,A
14162,237825bca171,,UNICORP P/N T2195-13,,0,0,0,,,,0,,,0,A
14163,f456a919f9e2,,TINNERMAN P/N T99220SS-93-576,,0,0,0,,,,0,,,0,A
14164,3607303648bb,,THOMAS AND BETTS# 142,,0,0,0,,,,0,,,0,A
14165,4c5a6dbee2a5,,TEST REPORTS,,7.18033,0,0,Y,13702,NR,4,,N,0,A
14166,7ea2518381a6,,TFHS-032-12,,0,0,0,,,,0,,,0,A
14167,a04dca50a90b,,TFHS-032-8,,0,0,0,,,,0,,,0,A
14168,479a381b753b,,ROTOR CLIP P/N TX-15SS              (WALDES P/N 14,65-015AS),0,0,0,,,,0,,,0,A
14169,40750e0376f9,,"ROTOR CLIP#  TX-56  .015 THICKNESS  STEEL, PHOSPHA",TE COATED,0,0,0,,,,0,,,0,A
14170,514e5055156b,,IUTB 4-40 BRASS INSERT,,0,0,0,,,,0,,,0,A
14171,dcc72af61e93,,632X281C C-SERIES BRASS INSERT,,0,0,0,,,,0,,,0,A
14172,abd62c8226f5,,1032X375C C-SERIES BRASS INSERT,,0,0,0,,,,0,,,0,A
14173,c90aece89859,,632X281C C-SERIES BRASS INSERT,,0,0,0,,,,0,,,0,A
14174,6bcb962ad949,,P/N UB00832 BRASS INSERT,,0,0,0,,,,0,,,0,A
14175,2c199575a042,,TRI STAR P/N UFB000832,,0,0,0,,,,0,,,0,A
14176,f2448292fec1,,P/N UFB001032 BRASS INSERT,,0,0,0,,,,0,,,0,A
14177,17ed2a31fbf0,,PEM P/N UL-256-0,,0,0,0,,,,0,,,0,A
14178,ce6513e2dc17,,"RAMSEY P/N UR-81-SP, STAINLESS PASSIVATED",,0,0,0,,,,0,,N,0,A
14179,21dbd1cecf3c,,SPECIAL RETAINING,,0,0,0,,,,0,,,0,A
14180,5d7555510380,,SMALLEY P/N VS-106-PA-S02,,0,0,0,,,,0,,N,0,A
14181,be04be678e8b,,ASSOC SPRING P/N W0608-008Z W/ZINC PLATING,,0.16865,4700,0,,,,0,,N,0,A
14182,09d142406197,,ASSOCIATED SPRING P/N W0925-010-S,,0,0,0,,,,0,,,0,A
14183,2ecdae4ce633,,WRIGHTWAY# W1300MKBLW,,0,0,0,,,,0,,,0,A
14184,659f09959f8b,,W2028-022,,0,0,0,,,,0,,N,0,A
14185,05d5694f3a14,,WRIGHTWAY#  W20KB,,0,0,0,,,,0,,,0,A
14186,b9faa83d4881,,WRIGHTWAY#  W20MB,,0,0,0,,,,0,,,0,A
14187,878791721a08,,WRIGHTWAY# W4KB,,0,0,0,,,,0,,,0,A
14188,64ceee88f365,,"1/2-13 X 3 1/4 LONG OVERALL +/-1/16 CNF  TFL, STEE","L STUD, CEE",0,0,0,,,,0,,,0,A
14189,4fa83d95ef23,,WRIGHTWAY# W50KB,,0,0,0,,,,0,,,0,A
14190,a3380f12d148,,WRIGHTWAY#  W523301-003             90KB ADAPTER,,0,0,0,,,,0,,,0,A
14191,ae9b1bd82853,,Flow Wright #503,,0,0,0,,,,0,,N,0,A
14192,a2e9e6b46eb6,,WRIGHTWAY# W60KB,,0,0,0,,,,0,,,0,A
14193,6099b29381b7,,HK MEATALCRAFT P/N,,0,0,0,,,,0,,,0,A
14194,4f057e99e8e0,,HK METALCRAFT # WAV-2801-0000,MECH ZINC  PLATED,0,0,0,,,,0,,N,0,A
14195,7394d2506d3a,,WCL22-8,,0,0,0,,,,0,,,0,A
14196,120bdee3c5cb,,SMALLEY #WH-175                     RAMSEY  #RR-17,5                     RETAINING RING,0,0,0,,,,0,,N,0,A
14197,f1331c824b0c,,RICHCO#  WHC-250-01,,0,0,0,,,,0,,,0,A
14198,4b18cbcc8025,,SMALLEY P/N WHM-112-S02,,0,0,0,,,,0,,,0,A
14199,184fd28965f3,,RICHCO P/N WIT-18L,,0,0,0,,,,0,,N,0,A
14200,205e803d34a9,,\RICHCO P/N WIT-18R,,0.00638,12701,0,,,,0,,N,0,A
14201,117ad55c030e,,M8 X 9MM WOODRUFF KEY,,0,0,0,,,,0,,,0,A
14202,28cb4815d3b2,,4-40 ROUND PILOTED PROJECTION       WELD NUT STAIN,LESS,0,0,0,,,,0,,,0,A
14203,7dca9b7ab9a2,,WS-100,,0,0,0,,,,0,,,0,A
14204,149c92d8d9bf,,SMALLEY P/N WS-102,,0,0,0,,,,0,,,0,A
14205,375c897627b2,,WS-175,,0,0,0,,,,0,,,0,A
14206,02e83691c012,,UNICORP P/N WS1276GN                (100/BAG),,0,0,0,,,,0,,,0,A
14207,c56eaa4aeb06,,HEYCO # X426,,0,0,0,,,,0,,Y,0.05,A
14208,6a104ba276a2,,"WALDES P/N X5133-74                 E-RING, ZINC",,0,0,0,,,,0,,,0,A
14209,556158a7a4a9,,EXTERNAL RETAINING RING TO PRINT,,0,0,0,,,,0,,,0,A
14210,7a74b6bc54b7,,"6-32 SPOT WELD NUT, STEEL           SINGLE TAB",,0,0,0,,,,0,,,0,A
14211,de4445bca444,,"6-32 SPOT WELD NUT, STEEL           SINGLE TAB,  C",OPPER PLATED,0,0,0,,,,0,,,0,A
14212,7c7151920817,,"1/4-20 SINGLE TAB SPOT WELD NUT     W / TARGET,  C",OPPER PLATED,0,0,0,,,,0,,,0,A
14213,bd6421906fa7,,"3/8-16 SINGLE TAB SPOT WELD         NUT, ZINC",,0,0,0,,,,0,,,0,A
14214,898cb5358c2f,,"M12 X 35MM HHCS, ZINC",,0,0,0,,,,0,,,0,A
14215,04267710f635,,"#14 COUNTERSUNK FINISHING           WASHER, NICKEL", PLATED,0,0,0,,,,0,,,0,A
14216,20e7924499af,,P/N AS568-156  40 DUROMETER BUNA N  O-RING (4 1/4,X 4 7/16 X 3/32),0,0,0,,,,0,,,0,A
14217,e64c0cbb0aad,,P/N AS568-011  40 DUROMETER BUNA N  O-RING (5/16 X, 7/16 X 1/16),0,0,0,,,,0,,,0,A
14218,e7f3bd78086c,,"2-56 X 1/4 PHIL FILLISTER HD MS,    Z+Y",,0,0,0,,,,0,,Y,0.01876,A
14219,789447b70b33,,".118 X .034  O-RING, BLACK          70 DUROMETER,", BUNA N,0,0,0,,,,0,,,0,A
14220,dedc18b3af85,,"1/2-20 X 1 1/2 BUTTON               SOCKET, ALLOY",,0,0,0,,,,0,,,0,A
14221,69accdffca23,,"M12 X 1.75 X 25MM SHCS GR 12.9,     DACROMET COATE",D,0,0,0,,,,0,,,0,A
14222,2c0cc5456040,,"3/4-10 X 2 1/4 SHCS ALLOY,          DACROMET COATE",D,0,0,0,,,,0,,,0,A
14223,a0f25263f7cc,,"M10 X 1.5 X 16MM SOCKET SET SCREW   CUP PT, ALLOY",DACROMET COATED,0,0,0,,,,0,,,0,A
14224,4c3d42c4e645,,"M12 MED L/W, DACROMET COATED",,0,0,0,,,,0,,,0,A
14225,d083a32fe5e9,,"3/4 USS F/W, DACROMET COATED",,0,0,0,,,,0,,,0,A
14226,bddb1216c53c,,NAS1352N04-10,,0,0,0,,,,0,,,0,A
14227,8cf3ee589493,,"6-32 X 1 1/4 SOCKET SET             SCREW CUP PT,",ALLOY,0,0,0,,,,0,,,0,A
14228,f1beb819d162,,"5/16-18 X 7/8 SLOTTED FLAT HD MS,   18-8",,0,0,0,,,,0,,,0,A
14229,63149ce992a1,,WALDES P/N 5115-015HSTB,,0,0,0,,,,0,,,0,A
14230,83b4193ae193,,SEASTROM P/N 5622-19-7,,0,0,0,,,,0,,N,0,A
14231,233976c90258,,"10-32 X 9/16 SHCS, 18-8",,0.02735,278,0,,,,0,,N,0,A
14232,4b2525e50428,,"10-32 X 3/8 E-SERIES INSERT, BRASS",,0,0,0,,,,0,,N,0,A
14233,1e0230202278,,AN565A428H4,,0,0,0,,,,0,,,0,A
14234,32d4c1ffa93d,,MS20615-2B2,,0,0,0,,,,0,,N,0,A
14235,7eadda0a3316,,"3/8-16 X 3 1/4"" STUD T.F.L.,        A193-B7",                      (FIRST THREAD TO FIRST THREA,0,0,0,,,,0,,,0,A
14236,4aed0b29ddff,,MS20822-3,,0,0,0,,,,0,,,0,A
14237,4a063c040514,,"1-8 X 2 1/2 HVY HEX BOLT, GR 8      PLAIN, W/  1 5",/8 A/F,0,0,0,,,,0,,,0,A
14238,9dcfb42649e9,,"1-8 X 8 1/2 HVY HEX BOLT, GR 8      PLAIN  W/ 1 5/",8 A/F,0,0,0,,,,0,,,0,A
14239,8de557be3186,,"8 X 3/4 PHIL PAN HD TYPE AB,        STEEL CAD / CL",EAR  PLATED,0,0,0,,,,0,,N,0,A
14240,ebd3acab905d,,"10-24 RIVET NUT, STEEL ZINC         1/8 GRIP",,0,0,0,,,,0,,,0,A
14241,7e0a17d604e0,,P/N:  F22NCFMA1-26  CLINCH NUT,,0,0,0,,,,0,,,0,A
14242,d756d92aca6d,,AN500D4-3,,0,0,0,,,,0,,,0,A
14243,09e81a22a45c,,AN500D6-12,,0,0,0,,,,0,,,0,A
14244,08615d93fada,,AN500D6-7,,0,0,0,,,,0,,,0,A
14245,681d522c2b7f,,MS122167,,0,0,0,,,,0,,,0,A
14246,81939a7b5cb7,,MS122168,,0,0,0,,,,0,,,0,A
14247,36f42189f8a0,,MS122202,,0,0,0,,,,0,,,0,A
14248,df027f5a0b5b,,MS124775,,0,0,0,,,,0,,,0,A
14249,4fbff8ea6189,,6-32 X 3/8 BUTTON SOCKET W/NYLOK    PELLET,,0,0,0,,,,0,,,0,A
14250,df4008ed9eb9,,MS24693-3B,,0,0,0,,,,0,,,0,A
14251,3d2d2f047c65,,"5/16-18 X 5/16 HELICOIL INSERT,     18-8",,0,0,0,,,,0,,,0,A
14252,96369f91f9b0,,"1/4-20 X 3/8 HELICOIL INSERT, 18-8",,0,0,0,,,,0,,,0,A
14253,81d959d7c8de,,"0-80 X 1/8 PHIL PAN HD MS, 18-8     (MS51958-120)",,0,0,0,,,,0,,,0,A
14254,0b55c949d037,,AN500A6-5,,0,0,0,,,,0,,,0,A
14255,b90cb86add98,,RETAINING RING TO PRINT,,0,0,0,,,,0,,,0,A
14256,cecf0c5ad2d5,,40 DUROMETER BUNA O-RING,,0,0,0,,,,0,,,0,A
14257,15cd2aab8879,,70 DUROMETER BUNA O-RING,,0,0,0,,,,0,,,0,A
14258,00a7342d6587,,.840 X .030 70 DUROMETER BUNA       O-RING,,0,0,0,,,,0,,,0,A
14259,3e09d5e943b9,,NAS1640-2,,0,0,0,,,,0,,,0,A
14260,565bef80dc78,,MS21209C0220L,,0,0,0,,,,0,,,0,A
14261,e9ef169d136d,,MS51831-201,,0,0,0,,,,0,,,0,A
14262,01c65ba32b76,,NAS1351-00-2,,0,0,0,,,,0,,,0,A
14263,3221e1c15a47,,NAS1351-00-3,,0,0,0,,,,0,,,0,A
14264,05514aa2d5f4,,NAS1351-00-4,,0,0,0,,,,0,,,0,A
14265,b7af0ba58505,,NAS1351-00-6,,0,0,0,,,,0,,,0,A
14266,a845b39a966a,,NAS1351C00-6,,0,0,0,,,,0,,,0,A
14267,45d9798e836c,,NAS1351C01-4,,0,0,0,,,,0,,,0,A
14268,dc8896560bcb,,NAS1351N00-3,,0,0,0,,,,0,,N,0,A
14269,8b07814ce9d5,,NAS1352C04-8,,0,0,0,,,,0,,,0,A
14270,abead23c9764,,NAS1352C02-4,,0,0,0,,,,0,,,0,A
14271,ab6a94e642ef,,NAS1352C02-6,,0,0,0,,,,0,,N,0,A
14272,8b00b36cd541,,NAS1351C01-6,,0,0,0,,,,0,,,0,A
14273,d9e3f5faad59,,NAS1351C00-3,,0,0,0,,,,0,,,0,A
14274,badda87734ba,,"1/4-20 HEX NUT, A564-630-H1150",,0,0,0,,,,0,,,0,A
14275,ccb565786ef0,,"3/4-10 X 10"" STUD T.F.L., A193-B7   (FIRST THREAD",TO FIRST THREAD),0,0,0,,,,0,,,0,A
14276,509d8037fb40,,"3/4-10 X 2 1/2 HEAVY HEX BOLT,      A193-B7",,0,0,0,,,,0,,,0,A
14277,8dade6d5c679,,"1/2-13 X 3 1/4"" STUD T.F.L.,        A193-B8M",                      (FIRST THREAD TO FIRST THREA,0,0,0,,,,0,,,0,A
14278,bdde32721106,,"1 1/4-8 X 5 3/4"" STUD T.F.L.,       A193-B7",                      (FIRST THREAD TO FIRST THREA,0,0,0,,,,0,,,0,A
14279,6528c0462cce,,"1/4-28 X 3/8 BUTTON SOCKET, 18-8",,0,0,0,,,,0,,,0,A
14280,df14a43e391f,,"3/8-24 X 1 1/4 HEX HD TAP BOLT,     18-8",,0,0,0,,,,0,,,0,A
14281,2d91833cb922,,"7/16-20 X 1 3/4 HHCS, 18-8",,0,0,0,,,,0,,,0,A
14282,7a6fb0d033b0,,"3/8-16 X 3 1/2 PHIL FLAT HD MS,     18-8",,0,0,0,,,,0,,,0,A
14283,97cf575071e5,,"10-32 X 2 3/4 SHCS, ALLOY",,0,0,0,,,,0,,N,0,A
14284,b253530a2984,,STANDOFF TO PRINT,,0,0,0,,,,0,,,0,A
14285,563cee6d7110,,"1/4 INTERNAL SNAP RING, STEEL",,0,0,0,,,,0,,,0,A
14286,42c85e113dbb,,"5/16 INTERNAL SNAP RING, STEEL",,0,0,0,,,,0,,,0,A
14287,0e93e5f5b331,,"15/16 INTERNAL SNAP RING, STEEL",,0,0,0,,,,0,,,0,A
14288,983e6b6c7b61,,"1.023 INTERNAL SNAP RING, STEEL",,0,0,0,,,,0,,,0,A
14289,b3a8d3d93bdc,,"1 1/16 INTERNAL SNAP RING, STEEL",,0,0,0,,,,0,,,0,A
14290,f0c2cea2d60b,,"1 3/16 INTERNAL SNAP RING, STEEL",,0,0,0,,,,0,,,0,A
14291,49960ffefd77,,"1 1/4 INTERNAL SNAP RING, STEEL",,0,0,0,,,,0,,,0,A
14292,2888bbef4390,,"8-32 HEX MS NUT, BRASS W/NICKEL",,0,0,0,,,,0,,,0,A
14293,79d416cf6d76,,MS9320-07,,0,0,0,,,,0,,,0,A
14294,a72b8667e400,,DOWEL PIN TO PRINT,,0,0,0,,,,0,,,0,A
14295,ca3a96c3ff4b,,"10-24 RIBBED RIVET NUT, ZINC YELLOW .020-.130 GRIP", RANGE,0,0,0,,,,0,,,0,A
14296,e144f7d7f7d0,,SERVICE CHARGE,,0,0,0,,,,0,,,0,A
14297,88c41a0e850a,,"8 X 2 1/2 SQUARE DRIVE FLAT HD DECK SCREW, 18-8",,0,0,0,,,,0,,N,0,A
14298,374b6e83d731,,"#6 SAE F/W, 18-8",,0,0,0,,,,0,,,0,A
14299,65f30a3c7900,,"1/2-13 X 8 CARRIAGE BOLT, 18-8",,0,0,0,,,,0,,,0,A
14300,ec1fa137d93e,,"3/8 X 5 HEX LAG SCREW, 18-8",,0,0,0,,,,0,,,0,A
14301,5d09012ccff0,,"3/8 FLAT WASHER, TYPE A             NARROW, STEEL",  (S-3/8TYAN),0,0,0,,,,0,,,0,A
14302,79bb809934c1,,"3/8-16 X 2 SHCS, ALLOY              MUST BE UNBRAK",O BRAND,0,0,0,,,,0,,,0,A
14303,cf0dbb2d1ae9,,4-40 X .187 X .312  ROUND           FEMALE STANDOF,"F, ALUMINUM",0,0,0,,,,0,,,0,A
14304,8e83470153fb,,1 1/2-6 X 6 SHCS,,0,0,0,,,,0,,,0,A
14305,79343c66b805,,"1/2 X 5 DOWEL PIN, ALLOY",,0,0,0,,,,0,,,0,A
14306,325a4831216a,,NAS537-7P038,,0,0,0,,,,0,,,0,A
14307,572c0941ea5d,,NAS538-7P025,,0,0,0,,,,0,,,0,A
14308,84bbe11ae341,,3.475 ID X .210 THICK O-RING 70 EP,,0,0,0,,,,0,,,0,A
14309,110ee91bb8c1,,MS51830-104L,,0,0,0,,,,0,,,0,A
14310,16596d43f841,,"1/4-28 X 1 SOCKET SET SCREW CUP PT, BRASS",,0,0,0,,,,0,,,0,A
14311,d82730a279b5,,"6-32 X 1/2 SHCS, BRASS",,0,0,0,,,,0,,,0,A
14312,d33db7aaa1b5,,"10-32 X 1/2 SHCS, BRASS",,0,0,0,,,,0,,N,0,A
14313,4c00f36154a8,,"5/32 X .251-.375 DOME HD POP RIVET, ALUMINUM/STEEL",,0,0,0,,,,0,,,0,A
14314,302519bf3b5d,,4-40 X .187 X 3/8 ROUND             FEMALE STANDOF,"F, ALUMINUM",0,0,0,,,,0,,,0,A
14315,2b4638efdfe5,,"3/8 X 1 3/4 SPRING PIN, 420SS",,0,0,0,,,,0,,,0,A
14316,8f36228e2c11,,"5/16-18 X 5/8 SLOTTED FLAT HD MS, 18-8",,0,0,0,,,,0,,N,0,A
14317,7a323b59f14a,,"8-32 X 3/16 SHCS, 18-8 W/NYLOK PATCH",,0,2100,0,,,,0,,N,0,A
14318,4.72298E+11,,"1/4 X 47/64 GRIP LENGTH CLEVIS PIN, 18-8",,0,0,0,,,,0,,,0,A
14319,7d7ab806fb3a,,"6 X 2 1/2 PHIL BUGLE HD DRYWALL     SCREW, PHOSPHA",TE (FINE THREAD),0,0,0,,,,0,,,0,A
14320,e2c26155cbda,,"10 X 4 PHIL BUGLE HD DRYWALL SCREW, PHOSPHATE (FIN",E THREAD),0,0,0,,,,0,,,0,A
14321,932f4b9b2ccd,,"6-32 X 1/2 PHIL PAN TYPE F,         ZINC PLATED",,0,0,0,,,,0,,,0,A
14322,15656d8a4106,,MS35335-58,,0,0,0,Y,13702,LR,4,,N,0,A
14323,ca3c95a14ebb,,"1/8 X 1/16-1/8 LARGE FLANGE POP     RIVET, STAINLE",SS STEEL,0,0,0,,,,0,,,0,A
14324,fedb9c386f04,,MS35206-260 W/ NYLOK PATCH,,0,0,0,,,,0,,,0,A
14325,98e9cc681054,,"13/64"" ID X 1/2 "" OD X 3/32"" THICK  F/W, CASE HARD",ENED STEEL W/BLACK    OXIDE,0,0,0,,,,0,,,0,A
14326,140486fa8edb,,"10-32 X 3 1/8 SLOTTED RD HD MS, ZINC",,0,0,0,,,,0,,N,0,A
14327,586a20a211fb,,"10-32 X 2 5/8 SLOTTED RD HD MS,     ZINC",,0,0,0,,,,0,,,0,A
14328,48d72f706ae7,,P/N 50FKF-813,,0,0,0,,,,0,,,0,A
14329,9281f93c9845,,MS21072-06,,0,0,0,,,,0,,,0,A
14330,0980eefe89f3,,MS3341-1-9,,0,0,0,,,,0,,,0,A
14331,22fe6aa2fcc8,,MS33737-11,,0,0,0,,,,0,,,0,A
14332,45a48a476377,,EFD P/N 5111LL-B,,0,0,0,,,,0,,N,0,A
14333,5f0ac73c5cc4,,EFD P/N 5112LL-B,,0,0,0,,,,0,,N,0,A
14334,0e0f30b1e910,,"7/8-9 X 4 HEX TAP BOLT, A325        GALVINIZED",,0,0,0,,,,0,,,0,A
14335,46bbe67cc3bd,,"3/4-10 X 2 HEX BOLT, A325           GALVINIZED  W/", NUT & WASHER,0,0,0,,,,0,,,0,A
14336,e0053ffe23c3,,SHELF LIFE CERTS,,0,0,0,,,,0,,,0,A
14337,f2c0bff2faad,,GROMMET TO PRINT,,0,0,0,Y,17580,C,4,,N,0,A
14338,1f3a89b24531,,"1/2-13 X 8 CARRIAGE BOLT, HOT DIP   GALVANIZED",,0,0,0,,,,0,,,0,A
14339,46da9d3583e6,,"3/8 X 5 HEX HD LAG SCREW, HOT DIP   GALVANIZED",,0,0,0,,,,0,,,0,A
14340,b8df3add3069,,"1/4-20 X .67 HHCS GR 5, CAD         TO PRINT",,0,0,0,,,,0,,,0,A
14341,8ee58ecd2b06,,"1-12 X 1 1/2 SOCKET SET SCREW FLAT PT, SA193-B7",,0,0,0,,,,0,,N,0,A
14342,4f0de181ba93,,NAS1407C3M2,,0,0,0,,,,0,,,0,A
14343,955ef918ebcf,,NAS1149F0463P,,0,0,0,,,,0,,,0,A
14344,18e868690a00,,M6 X 1.0 X 50MM BUTTON SOCKET       GR 10.9,,0,0,0,,,,0,,,0,A
14345,ec898e260bec,,"5/8-11 X 1 1/4 HHCS, A193-B7",,0,0,0,,,,0,,,0,A
14346,6f0fc168593e,,"3/4-10 X 8"" STUD T.F.L., A193-B7    W/PHOSPHATE CO",ATING PER             DOD-P-16232 TYPE M CLASS 3,0,0,0,,,,0,,,0,A
14347,8b258515f6d7,,"6-32 X .056 SELF CLINCHING NUT,     STAINLESS",,0,0,0,,,,0,,,0,A
14348,74f31a3a791c,,1/2 X 3 1/2 .001 OVERSIZE DOWEL PIN,,0,0,0,,,,0,,,0,A
14349,5342d8b2319f,,"3/4-16 X 2 1/4 HHCS GR 8, Z+Y",,0,0,0,,,,0,,,0,A
14350,67874c3c2406,,"1 1/8-12 X 3 HHCS GR 8, PLAIN",,0,0,0,,,,0,,,0,A
14351,5c03b9e8df41,,"1-14 X 5 HHCS GR L9, Z+Y",,0,0,0,,,,0,,,0,A
14352,3da32529f641,,"1-14 STOVER LOCKNUT, Z+Y",,0,0,0,,,,0,,,0,A
14353,f9b35f7ae5e4,,"1"" F/W L9, Z+Y",,0,0,0,,,,0,,,0,A
14354,444308aa1c6f,,"M6 X 1.0 X 40MM BUTTON SOCKET       GR 10.9, Z+Y",,0,0,0,,,,0,,,0,A
14355,048d88356ff3,,"M6 X 1.0 X 50MM BUTTON SOCKET       GR 10.9, Z+Y",,0,0,0,,,,0,,,0,A
14356,0a4e9f619f4c,,".141/.146 X 7/16 SEMI TUBULAR OVAL  HD RIVET, STEE",L ZINC,0,0,0,,,,0,,,0,A
14357,05df5a7f3c2d,,"3/4-10 X 2 1/2 SHCS, 18-8",,0,0,0,,,,0,,,0,A
14358,c2c643cb91b7,,"7/8-9 X 6' THREADED ROD, ZINC",,0,0,0,,,,0,,,0,A
14359,74ae0a90b6e4,,"2-56 X 1/4 BUTTON SOCKET, ALLOY W/ZINC",,0,0,0,,,,0,,N,0,A
14360,b33cf934a79b,,1/4-20 THIN PATTERN ELASTIC STOP    NUT STEEL CAD,PLATED,0,0,0,Y,17580,C,1,,N,0,A
14361,d857e7d43a8a,,"6-32 X 7/16 PHIL PAN HD MS, 18-8    W/DRI-LOC 203",(MS51957-29)          (100/BAG),0,0,0,,,,0,,,0,A
14362,def41de06012,,"3 X 3/8 PHIL PAN HD PLASTITE, BLACK ZINC (P/N HW-5",55),0,0,0,,,,0,,,0,A
14363,f9a2d4af6e63,,M10 X 22MM SHCS,,0,0,0,,,,0,,,0,A
14364,da377dabbcf8,,"M10 HI COLLAR L/W, ZINC",,0,0,0,,,,0,,,0,A
14365,4865cafeac8f,,MS51990-105P,,0,0,0,,,,0,,,0,A
14366,55cb444ec57b,,"10-24 X 1 FLAT SOCKET, 316SS",,0,0,0,,,,0,,,0,A
14367,45b83e430129,,"10-32 X 1 1/2 SHCS, 316SS",,0,0,0,,,,0,,,0,A
14368,dac3cbd6a209,,"10-32 X 3/8 SLOT FLAT HD MS,        82 DEGREE UNDE","RCUT, ZINC",0,0,0,,,,0,,,0,A
14369,87bc7380cd3f,,"4-40 X 3/16 SHCS, 316SS",,0,0,0,,,,0,,,0,A
14370,1fb5205c0af3,,NAS75-4-102,,0,0,0,,,,0,,,0,A
14371,d3b10ce7ae7d,,"4-40 x .260 +/- .010 SHCS, 18-8",,0,0,0,,,,0,,,0,A
14372,f65e4abc3aaf,,MS51862-23C,,0,0,0,,,,0,,,0,A
14373,96f79ac058a8,,AN833-4J,,0,0,0,,,,0,,,0,A
14374,e1d876acb6a1,,"6-32 X 1/2 PHIL PAN HD TYPE F,      410SS",,0,0,0,,,,0,,,0,A
14375,0c6f83992b1e,,MS21926J5,,0,0,0,,,,0,,,0,A
14376,66ca8f9e2fa0,,2-56 X 3/8 FLAT SOCKET 18-8,,0,0,0,,,,0,,,0,A
14377,17502a5941b6,,.315+/-.005   X  .039 +/-.003 ORING CS VITON 70 DU,ROMETER               # V70-S039X315,0,0,0,,,,0,,N,0,A
14378,02822a3e71f1,,.208 +/-.005 X .031 +/-.003  O-RING CS  VITON 70 D,UROMETER              # V70-S031X208,0,0,0,,,,0,,N,0,A
14379,209b5f6f40cc,,.100+/-.005  X .040 +/-.003 O-RING  CS VITON 70,ROMETER               # V70-S040X100,0,0,0,,,,0,,N,0,A
14380,24d7190eb577,,.158 X .020 60 SILICONE O-RING,,0,0,0,,,,0,,N,0,A
14381,6b6ed6a7dacf,,5133-15-SPPR,,0,0,0,,,,0,,N,0,A
14382,417793b2ec87,,6 x 1/2 PHIL PAN TYPE F ZINC,,0,0,0,,,,0,,,0,A
14383,4aaae842b1bb,,HENDRICKSON# J-10,,0,0,0,,,,0,,,0,A
14384,212aac8ea506,,EYELET TO PRINT,,0,0,0,,,,0,,,0,A
14385,7ecb43817bf2,,6-40 X 1/4 BUTTON SOCKET,,0,0,0,,,,0,,,0,A
14386,64a34b0c6d84,,7/16-14 X 1 1/2 SOCKET SET SCREW    CUP PT,,0,0,0,,,,0,,,0,A
14387,0e626af6e99f,,"2-56 X 7/16 PHIL FLAT HD MS         100 DEGREE, 18",-8,0,0,0,,,,0,,,0,A
14388,17c0df1589db,,1/2-13 X 3/4 HVY HEX HD SEMI-       FINISHED MACHI,NE BOLT  B8,0,0,0,,,,0,,,0,A
14389,9506772bd252,,1/2-13 X 1 1/2 HVY HEX SEMI-        FINISHED MACHI,"NE BOLT, 18-8",0,0,0,,,,0,,,0,A
14390,236866a495d8,,1/2-13 X 1 3/4 HVY HEX SEMI-        FINISHED MACHI,"NE BOLT, 18-8",0,0,0,,,,0,,,0,A
14391,6f6c6d2a2ae3,,WATTS# 8A  3/4 ANTI THEFT           VACUUM BREAKER,,0,0,0,,,,0,,,0,A
14392,5d268e347741,,WATTS# 8AC  CHROME VACUUM           BREAKER,,0,0,0,,,,0,,,0,A
14393,25a269298f62,,MS3339-1-9,,0,0,0,,,,0,,,0,A
14394,a57364961465,,MS24677-6,,0,0,0,,,,0,,,0,A
14395,63a90c6a9b38,,MS24677-7,,0,0,0,,,,0,,,0,A
14396,3d0e80b96e7e,,MS24667-7,,0,0,0,,,,0,,,0,A
14397,59abdc25359f,,MS90725-1,,0,0,0,,,,0,,,0,A
14398,e59ee3b4ae55,,CLS632-3,,0,0,0,,,,0,,,0,A
14399,930795d38e12,,CLSS032-3,,0,0,0,,,,0,,,0,A
14400,e5c3a08ad4ed,,"M3 X .5 X 20MM SOCKET SET SCREW CUP PT, ALLOY",,0,0,0,,,,0,,N,0,A
14401,394b1b1e284c,,5/8-11 X 1 1/2 BUTTON SOCKET,,0,0,0,,,,0,,,0,A
14402,63da462bf93a,,AN838-4S,,0,0,0,,,,0,,,0,A
14403,9a0a297e6e24,,"5/16-18 X 1/2 HHCS, 18-8",,0,0,0,,,,0,,,0,A
